concept,source,n_words,zipf_head,zipf_min,conc,aoa,wn_senses,wn_depth,ev_frac_llama8b,val_r_llama8b,ev_frac_falcon3b,val_r_falcon3b
birds,fears,1,4.6,4.6,,,6,10.0,,,,
blood,fears,1,5.1,5.1,4.86,4.89,6,9.0,,,,
blushing,fears,1,3.08,3.08,3.72,,3,,,,,
bones,fears,1,4.32,4.32,,,6,9.0,,,,
bridges,fears,1,4.1,4.1,,,13,10.0,,,,
bugs,fears,1,4.04,4.04,,,7,11.0,,,,
buttons,fears,1,3.98,3.98,4.8,,9,10.0,,,,
cars,fears,1,4.89,4.89,,,5,11.0,,,,
cats,fears,1,4.46,4.46,,,10,13.0,,,,
cheese,fears,1,4.57,4.57,4.7,4.33,4,11.0,,,,
chickens,fears,1,3.82,3.82,,,4,12.0,,,,
choking,fears,1,3.58,3.58,4.33,,16,11.0,,,,
clocks,fears,1,3.58,3.58,,,3,11.0,,,,
clothing,fears,1,4.47,4.47,4.43,4.22,4,7.0,,,,
clouds,fears,1,4.16,4.16,,,14,7.0,,,,
clowns,fears,1,3.5,3.5,,,3,10.0,,,,
cooking,fears,1,4.45,4.45,4.19,5.1,6,8.0,,,,
cotton balls,fears,2,4.52,4.35,,,13,13.0,,,,
darkness,fears,1,4.3,4.3,3.85,4.83,6,7.0,,,,
death,fears,1,5.4,5.4,3.73,5.37,8,10.0,,,,
decisions,fears,1,4.72,4.72,,,5,8.0,,,,
dentists,fears,1,3.32,3.32,,,1,11.0,,,,
doctors,fears,1,4.55,4.55,,,7,11.0,,,,
dogs,fears,1,4.77,4.77,5.0,,8,13.0,,,,
dolls,fears,1,3.81,3.81,,,2,10.0,,,,
dreams,fears,1,4.59,4.59,,,8,10.0,,,,
driving,fears,1,4.9,4.9,3.96,,26,11.0,,,,
drowning,fears,1,3.77,3.77,,,5,,,,,
enclosed spaces,fears,2,4.28,3.74,,,10,7.0,,,,
failure,fears,1,4.72,4.72,2.08,8.0,7,8.0,,,,
falling,fears,1,4.66,4.66,3.64,,35,,,,,
feet,fears,1,4.99,4.99,,,11,12.0,,,,
fire,fears,1,5.3,5.3,4.68,3.25,18,10.0,,,,
fish,fears,1,4.9,4.9,5.0,4.05,6,10.0,,,,
flowers,fears,1,4.64,4.64,,,4,10.0,,,,
flying,fears,1,4.71,4.71,4.1,,17,10.0,,,,
gaining weight,fears,2,5.02,4.13,3.94,6.53,10,8.0,,,,
germs,fears,1,3.39,3.39,3.63,5.287329,3,7.0,,,,
ghosts,fears,1,3.88,3.88,,,7,9.0,,,,
heights,fears,1,4.14,4.14,,,5,8.0,,,,
hospitals,fears,1,4.33,4.33,,,2,8.0,,,,
insects,fears,1,4.02,4.02,,,2,9.0,,,,
knees,fears,1,4.18,4.18,,,3,8.0,,,,
laughter,fears,1,4.1,4.1,4.22,5.39,2,6.0,,,,
long words,fears,2,5.25,5.25,,,16,10.0,,,,
loud noises,fears,2,3.75,3.75,,,7,9.0,,,,
love,fears,1,5.82,5.82,2.07,5.17,10,8.0,,,,
marriage,fears,1,4.91,4.91,2.51,7.17,4,10.0,,,,
men,fears,1,5.51,5.51,4.75,,12,14.0,,,,
mirrors,fears,1,3.81,3.81,,,4,8.0,,,,
mirrors at night,fears,3,5.61,3.81,4.52,3.61,8,10.0,,,,
money,fears,1,5.64,5.64,4.54,5.11,3,7.0,,,,
motion or movement,fears,3,4.97,4.59,3.63,6.58,11,9.0,,,,
mushrooms,fears,1,3.71,3.71,,,7,9.0,,,,
needles or sharp objects,fears,4,4.51,3.7,,,7,11.0,,,,
noise,fears,1,4.55,4.55,3.52,4.5,7,9.0,,,,
numbers,fears,1,4.98,4.98,,,19,12.0,,,,
pain,fears,1,5.03,5.03,3.5,4.26,7,9.0,,,,
paper,fears,1,5.07,5.07,4.93,4.0,9,9.0,,,,
peanut butter,fears,2,4.4,3.9,4.93,5.78,3,8.0,,,,
people,fears,1,6.25,6.25,4.82,3.52,6,8.0,,,,
plants,fears,1,4.71,4.71,,,10,10.0,,,,
public speaking,fears,2,4.91,4.91,3.83,,8,7.0,,,,
rain,fears,1,4.71,4.71,4.97,3.6,4,11.0,,,,
reptiles,fears,1,3.36,3.36,,,1,9.0,,,,
rooms,fears,1,4.56,4.56,4.57,4.11,6,8.0,,,,
shadows,fears,1,4.06,4.06,,,12,10.0,,,,
silver,fears,1,4.81,4.81,4.52,6.21,12,10.0,,,,
sitting,fears,1,4.86,4.86,3.76,,16,8.0,,,,
sleep,fears,1,5.05,5.05,4.44,2.79,6,6.0,,,,
smiling,fears,1,4.15,4.15,3.88,,4,6.0,,,,
snakes,fears,1,3.86,3.86,,,8,11.0,,,,
snow,fears,1,4.66,4.66,4.85,4.11,6,9.0,,,,
speed,fears,1,5.0,5.0,3.62,5.11,10,8.0,,,,
spiders,fears,1,3.75,3.75,,,3,12.0,,,,
stairs,fears,1,4.14,4.14,5.0,4.22,2,8.0,,,,
strangers,fears,1,4.14,4.14,,,2,10.0,,,,
sunlight,fears,1,3.86,3.86,4.45,5.0,1,11.0,,,,
technology,fears,1,5.09,5.09,3.24,9.06,2,8.0,,,,
teenagers,fears,1,4.01,4.01,,,1,8.0,,,,
television,fears,1,4.79,4.79,4.83,4.11,3,10.0,,,,
the moon,fears,2,4.7,4.7,4.9,4.83,9,11.0,,,,
thunder and lightning,fears,3,4.22,4.14,4.59,4.76,2,8.0,,,,
time,fears,1,6.29,6.29,3.07,5.16,15,7.0,,,,
trees,fears,1,4.69,4.69,,,7,10.0,,,,
vomiting,fears,1,3.63,3.63,4.31,,2,7.0,,,,
water,fears,1,5.52,5.52,5.0,2.37,10,9.0,,,,
wind,fears,1,4.84,4.84,3.93,3.89,15,9.0,,,,
women,fears,1,5.57,5.57,,,4,12.0,,,,
work,fears,1,5.96,5.96,3.48,5.86,34,8.0,,,,
workplaces,fears,1,3.19,3.19,,,1,6.0,,,,
worms,fears,1,3.78,3.78,,,5,10.0,,,,
Albuquerque,places,1,3.5,3.5,,,1,9.0,,,,
Amsterdam,places,1,4.03,4.03,,,1,10.0,,,,
Anchorage,places,1,3.42,3.42,3.48,12.0,5,10.0,,,,
Athens,places,1,3.92,3.92,,,3,10.0,,,,
Atlanta,places,1,4.37,4.37,,,2,10.0,,,,
Austin,places,1,4.36,4.36,,,1,10.0,,,,
Baltimore,places,1,4.22,4.22,,,1,9.0,,,,
Bangkok,places,1,3.84,3.84,,,1,10.0,,,,
Barcelona,places,1,4.23,4.23,,,1,9.0,,,,
Berlin,places,1,4.38,4.38,,,3,13.0,,,,
Birmingham,places,1,4.18,4.18,,,2,9.0,,,,
Bogotá,places,1,2.63,2.63,,,0,,,,,
Boise,places,1,3.36,3.36,,,1,10.0,,,,
Boston,places,1,4.67,4.67,,,1,10.0,,,,
Brussels,places,1,3.99,3.99,,,1,10.0,,,,
Budapest,places,1,3.55,3.55,,,1,10.0,,,,
Buenos Aires,places,2,3.55,3.55,,,7,6.0,,,,
Buffalo,places,1,4.14,4.14,4.83,6.701282000000001,5,16.0,,,,
Cairo,places,1,3.84,3.84,,,2,10.0,,,,
Cape Town,places,2,5.24,4.3,4.64,5.11,4,9.0,,,,
Charleston,places,1,3.77,3.77,,,4,12.0,,,,
Charlotte,places,1,4.22,4.22,2.96,,2,9.0,,,,
Cheyenne,places,1,3.27,3.27,,,3,11.0,,,,
Chicago,places,1,4.83,4.83,,,2,9.0,,,,
Cincinnati,places,1,3.96,3.96,,,1,9.0,,,,
Columbus,places,1,4.04,4.04,,,4,10.0,,,,
Copenhagen,places,1,3.67,3.67,,,1,10.0,,,,
Dallas,places,1,4.42,4.42,,,1,9.0,,,,
Denver,places,1,4.23,4.23,,,1,10.0,,,,
Des Moines,places,2,3.39,3.39,,,0,,,,,
Detroit,places,1,4.35,4.35,,,1,9.0,,,,
Dubai,places,1,4.08,4.08,,,1,9.0,,,,
Dublin,places,1,4.08,4.08,,,1,10.0,,,,
Edinburgh,places,1,4.28,4.28,,,1,9.0,,,,
Fargo,places,1,3.6,3.6,,,1,9.0,,,,
Hartford,places,1,3.64,3.64,,,1,10.0,,,,
Helsinki,places,1,3.36,3.36,,,1,10.0,,,,
Hong Kong,places,2,4.49,4.49,,,0,,,,,
Honolulu,places,1,3.5,3.5,,,1,10.0,,,,
Houston,places,1,4.42,4.42,,,2,15.0,,,,
Indianapolis,places,1,3.82,3.82,,,1,10.0,,,,
Istanbul,places,1,3.74,3.74,,,1,9.0,,,,
Jakarta,places,1,3.67,3.67,,,1,10.0,,,,
Johannesburg,places,1,3.67,3.67,,,1,9.0,,,,
Kansas City,places,2,5.61,4.37,4.79,6.56,3,8.0,,,,
Kuala Lumpur,places,2,3.43,3.43,,,0,,,,,
Lagos,places,1,3.64,3.64,,,1,9.0,,,,
Las Vegas,places,2,4.42,4.28,,,2,10.0,,,,
Lima,places,1,3.58,3.58,3.87,,1,10.0,,,,
Lisbon,places,1,3.64,3.64,,,1,10.0,,,,
Little Rock,places,2,5.03,5.03,4.91,3.22,9,14.0,,,,
London,places,1,5.27,5.27,,,2,10.0,,,,
Los Angeles,places,2,4.73,4.73,,,0,,,,,
Louisville,places,1,3.84,3.84,,,1,9.0,,,,
Madison,places,1,4.17,4.17,,,2,12.0,,,,
Manila,places,1,3.88,3.88,3.76,,2,10.0,,,,
Memphis,places,1,3.89,3.89,,,2,9.0,,,,
Mexico City,places,2,5.61,4.75,4.79,6.56,3,8.0,,,,
Miami,places,1,4.47,4.47,,,2,11.0,,,,
Milan,places,1,4.05,4.05,,,1,9.0,,,,
Milwaukee,places,1,4.01,4.01,,,1,9.0,,,,
Minneapolis,places,1,3.87,3.87,,,1,9.0,,,,
Moscow,places,1,4.42,4.42,,,1,10.0,,,,
Mumbai,places,1,3.96,3.96,,,1,9.0,,,,
Nashville,places,1,3.98,3.98,,,1,10.0,,,,
New Delhi,places,2,4.29,4.29,,,1,9.0,,,,
New Orleans,places,2,4.21,4.21,,,2,9.0,,,,
New York City,places,3,5.61,5.37,4.79,6.56,3,8.0,,,,
Oklahoma City,places,2,5.61,4.27,4.79,6.56,3,8.0,,,,
Orlando,places,1,4.04,4.04,,,1,9.0,,,,
Oslo,places,1,3.51,3.51,,,1,10.0,,,,
Paris,places,1,4.82,4.82,,,4,10.0,,,,
Philadelphia,places,1,4.42,4.42,,,1,9.0,,,,
Phoenix,places,1,4.21,4.21,4.3,,4,10.0,,,,
Pittsburgh,places,1,4.13,4.13,,,1,9.0,,,,
Portland,places,1,4.18,4.18,,,2,9.0,,,,
Prague,places,1,3.65,3.65,,,1,10.0,,,,
Providence,places,1,3.8,3.8,2.5,,4,10.0,,,,
Raleigh,places,1,3.59,3.59,,,2,11.0,,,,
Reykjavik,places,1,2.78,2.78,,,1,10.0,,,,
Richmond,places,1,4.12,4.12,,,1,10.0,,,,
Rio de Janeiro,places,3,3.52,3.52,,,0,,,,,
Rome,places,1,4.45,4.45,,,2,10.0,,,,
Sacramento,places,1,3.86,3.86,,,1,10.0,,,,
Salt Lake City,places,3,5.61,4.6,4.79,6.56,3,8.0,,,,
San Antonio,places,2,4.17,4.17,,,0,,,,,
San Diego,places,2,4.36,4.36,,,0,,,,,
San Francisco,places,2,4.53,4.53,,,0,,,,,
Santiago,places,1,3.66,3.66,,,4,10.0,,,,
Seattle,places,1,4.39,4.39,,,1,9.0,,,,
Seoul,places,1,3.93,3.93,,,1,10.0,,,,
Shanghai,places,1,4.04,4.04,3.68,,2,9.0,,,,
Singapore,places,1,4.35,4.35,,,3,10.0,,,,
Sioux Falls,places,2,4.63,3.44,,,46,9.0,,,,
St. Louis,places,2,4.82,4.82,,,1,10.0,,,,
Stockholm,places,1,3.76,3.76,,,1,10.0,,,,
Sydney,places,1,4.53,4.53,,,1,10.0,,,,
Tampa,places,1,3.92,3.92,,,1,9.0,,,,
Tokyo,places,1,4.27,4.27,,,1,10.0,,,,
Toronto,places,1,4.49,4.49,,,1,10.0,,,,
Vienna,places,1,3.98,3.98,,,1,10.0,,,,
Warsaw,places,1,3.66,3.66,,,1,10.0,,,,
"Washington, D.C.",places,2,4.33,4.33,,,1,8.0,,,,
Zurich,places,1,3.59,3.59,,,1,9.0,,,,
Abhijit Banerjee,personas,2,2.76,1.77,,,0,,,,,
Ada Lovelace,personas,2,2.72,2.72,,,1,10.0,,,,
Adam Smith,personas,2,4.89,4.57,3.81,,10,11.0,,,,
Ai Weiwei,personas,2,2.21,2.21,,,0,,,,,
Alan Turing,personas,2,3.19,3.19,,,1,9.0,,,,
Albert Einstein,personas,2,3.74,3.74,,,2,9.0,,,,
Alexander von Humboldt,personas,3,3.15,3.15,,,2,11.0,,,,
Alexandria Ocasio-Cortez,personas,2,2.36,2.36,,,0,,,,,
Alhazen (Ibn al-Haytham),personas,3,2.1,1.21,,,0,,,,,
Amartya Sen,personas,2,4.01,2.08,,,1,7.0,,,,
Angela Merkel,personas,2,3.4,3.4,,,0,,,,,
Aristotle,personas,1,3.41,3.41,,,1,10.0,,,,
Avicenna,personas,1,2.09,2.09,,,1,12.0,,,,
Barack Obama,personas,2,4.86,3.96,,,0,,,,,
Bertrand Russell,personas,2,4.33,3.17,,,7,11.0,,,,
Blaise Pascal,personas,2,3.39,2.85,,,3,10.0,,,,
Brené Brown,personas,2,5.01,1.34,4.48,4.196887000000001,8,10.0,,,,
Carl Friedrich Gauss,personas,3,2.83,2.83,,13.27,2,9.0,,,,
Carl Jung,personas,2,3.78,3.78,,,1,9.0,,,,
Carl Sagan,personas,2,2.98,2.98,,,0,,,,,
Charles Darwin,personas,2,3.76,3.76,,,2,10.0,,,,
Chimamanda Ngozi Adichie,personas,3,2.16,2.1,,,0,,,,,
Claudia Goldin,personas,2,2.43,2.43,,,0,,,,,
Confucius,personas,1,3.1,3.1,,,1,10.0,,,,
Cornel West,personas,2,5.29,2.35,3.44,5.89,10,11.0,,,,
Dalai Lama (Tenzin Gyatso),personas,4,1.81,1.81,,,0,,,,,
David Hume,personas,2,3.34,3.34,,,1,10.0,,,,
Desmond Tutu,personas,2,3.02,3.02,4.68,7.0,2,12.0,,,,
Edward Said,personas,2,6.01,4.52,2.97,,12,,,,,
Elon Musk,personas,2,3.49,3.34,3.44,10.94,2,10.0,,,,
Emmanuelle Charpentier,personas,2,2.03,2.03,,,0,,,,,
Erwin Schrödinger,personas,2,2.24,2.24,,,0,,,,,
Fei-Fei Li,personas,2,4.25,2.88,,,3,7.0,,,,
Frantz Fanon,personas,2,2.36,2.36,,,0,,,,,
Friedrich Nietzsche,personas,2,3.23,3.23,,,1,10.0,,,,
Galileo Galilei,personas,2,2.2,2.2,,,0,,,,,
Gloria Steinem,personas,2,2.4,2.4,,,1,10.0,,,,
Gregor Mendel,personas,2,2.77,2.77,,,1,10.0,,,,
Hannah Arendt,personas,2,2.52,2.52,,,1,10.0,,,,
Hypatia of Alexandria,personas,3,3.77,2.06,,,2,9.0,,,,
Ibram X. Kendi,personas,3,1.45,1.12,,,0,,,,,
Immanuel Kant,personas,2,3.12,2.7,,,1,10.0,,,,
Isaac Newton,personas,2,3.94,3.93,,,2,9.0,,,,
Jacinda Ardern,personas,2,2.01,2.01,,,0,,,,,
Jane Goodall,personas,2,2.78,2.78,,,1,10.0,,,,
Jean-Jacques Rousseau,personas,2,3.01,3.01,,,2,10.0,,,,
Jeff Bezos,personas,2,2.98,2.98,,,0,,,,,
Jennifer Doudna,personas,2,1.52,1.52,,,0,,,,,
Johannes Kepler,personas,2,3.14,3.14,,,1,10.0,,,,
John Calvin,personas,2,3.82,3.82,,,2,10.0,,,,
John Maynard Keynes,personas,3,3.26,3.26,,,1,10.0,,,,
Joy Buolamwini,personas,2,0.0,0.0,,,0,,,,,
Judith Butler,personas,2,4.08,3.67,4.63,7.5,3,10.0,,,,
Karl Marx,personas,2,3.68,3.68,,,5,10.0,,,,
Katherine Johnson,personas,2,4.72,3.83,,,3,12.0,,,,
Kimberlé Crenshaw,personas,2,2.83,1.2,,,0,,,,,
Kwame Anthony Appiah,personas,3,2.25,2.25,,,0,,,,,
Leonardo da Vinci,personas,3,3.29,3.29,,,0,,,,,
Lisa Randall,personas,2,3.67,3.67,,,0,,,,,
Ludwig Wittgenstein,personas,2,2.77,2.77,,,1,10.0,,,,
Mae Jemison,personas,2,2.07,2.07,,,0,,,,,
Mahatma Gandhi,personas,2,3.83,3.06,,,2,10.0,,,,
Malala Yousafzai,personas,2,2.33,2.33,,,0,,,,,
Margaret Atwood,personas,2,3.04,3.04,,,0,,,,,
Marie Curie,personas,2,2.88,2.88,,,3,9.0,,,,
Martin Luther,personas,2,3.88,3.88,,,1,10.0,,,,
Mary Wollstonecraft,personas,2,2.26,2.26,,,1,10.0,,,,
Max Planck,personas,2,3.02,3.02,,,1,9.0,,,,
Michel Foucault,personas,2,2.83,2.83,,,1,9.0,,,,
Michio Kaku,personas,2,2.22,2.13,,,0,,,,,
Muhammad Yunus,personas,2,2.5,2.5,,,0,,,,,
Neil deGrasse Tyson,personas,3,3.63,2.58,,,1,10.0,,,,
Niels Bohr,personas,2,2.65,2.65,,,1,10.0,,,,
Nikola Tesla,personas,2,3.77,2.97,,,2,9.0,,,,
Noam Chomsky,personas,2,3.01,2.83,,,1,9.0,,,,
Plato,personas,1,3.37,3.37,,,1,10.0,,,,
Pope Francis,personas,2,4.39,4.38,,,0,,,,,
Pranav Mistry,personas,2,2.23,1.6,,,0,,,,,
Rachel Carson,personas,2,3.91,3.91,,,2,12.0,,,,
René Descartes,personas,2,2.96,2.96,,,1,10.0,,,,
Richard Feynman,personas,2,2.68,2.68,,,1,10.0,,,,
Rosalind Franklin,personas,2,4.21,2.93,,,3,11.0,,,,
Ruth Bader Ginsburg,personas,3,2.97,2.97,,,0,,,,,
Satya Nadella,personas,2,2.09,2.09,,,0,,,,,
Shinya Yamanaka,personas,2,1.99,1.99,,,0,,,,,
Sigmund Freud,personas,2,3.47,2.93,,,1,15.0,,,,
Socrates,personas,1,3.27,3.27,,,1,11.0,,,,
Stephen Hawking,personas,2,3.24,3.24,2.67,,5,9.0,,,,
Stephen Pinker,personas,2,2.54,2.54,,,1,,,,,
Sun Tzu,personas,2,3.02,3.02,,,0,,,,,
Sundar Pichai,personas,2,2.03,2.03,,,0,,,,,
Sylvia Earle,personas,2,3.08,3.08,,,0,,,,,
Thomas Aquinas,personas,2,3.02,3.02,,,1,11.0,,,,
Thomas Jefferson,personas,2,4.0,4.0,,,1,12.0,,,,
Tim Berners-Lee,personas,2,2.64,2.64,,,0,,,,,
Toni Morrison,personas,2,3.87,3.56,,,2,12.0,,,,
Vandana Shiva,personas,2,3.33,2.01,,,2,9.0,,,,
Wangari Maathai,personas,2,1.86,1.78,,,0,,,,,
Werner Heisenberg,personas,2,2.82,2.82,,,1,10.0,,,,
Yuval Noah Harari,personas,3,2.15,2.15,,,0,,,,,
Zeynep Tufekci,personas,2,1.12,1.12,,,0,,,,,
bell hooks,personas,2,3.65,3.65,,,21,11.0,,,,
Émilie du Châtelet,personas,3,1.64,1.27,,,0,,,,,
aardvark,wordnet_noun,1,2.39,2.39,4.68,9.89,1,11.0,,,,
aba,wordnet_noun,1,3.32,3.32,,,2,10.0,,,,
abacus,wordnet_noun,1,2.65,2.65,4.52,8.69,2,9.0,,,,
abalone,wordnet_noun,1,2.66,2.66,,12.23,1,10.0,,,,
abandon,wordnet_noun,1,4.02,4.02,2.54,8.32,7,6.0,,,,
abandonment,wordnet_noun,1,3.4,3.4,2.54,10.27,3,7.0,,,,
abatement,wordnet_noun,1,2.73,2.73,1.92,15.12,2,10.0,,,,
abattoir,wordnet_noun,1,2.5,2.5,,15.17,1,7.0,,,,
abaya,wordnet_noun,1,2.24,2.24,,,1,10.0,,,,
abbe,wordnet_noun,1,2.44,2.44,,,1,11.0,,,,
abbess,wordnet_noun,1,2.5,2.5,,15.43,1,10.0,,,,
abbey,wordnet_noun,1,3.88,3.88,,13.06,3,12.0,,,,
abbot,wordnet_noun,1,3.43,3.43,,12.104381,1,10.0,,,,
abbreviation,wordnet_noun,1,3.14,3.14,3.07,9.11,2,10.0,,,,
abdication,wordnet_noun,1,2.8,2.8,,14.94,2,7.0,,,,
abdomen,wordnet_noun,1,3.56,3.56,4.7,8.61,2,7.0,,,,
abdominal,wordnet_noun,1,3.58,3.58,4.28,10.24,2,9.0,,,,
abduction,wordnet_noun,1,3.43,3.43,3.07,11.94,2,11.0,,,,
abductor,wordnet_noun,1,2.46,2.46,3.89,11.11,2,11.0,,,,
aberrant,wordnet_noun,1,2.69,2.69,,13.31,2,8.0,,,,
aberration,wordnet_noun,1,2.98,2.98,,12.69,3,8.0,,,,
abeyance,wordnet_noun,1,2.36,2.36,,15.0,1,5.0,,,,
abhorrence,wordnet_noun,1,2.19,2.19,2.15,,1,7.0,,,,
ability,wordnet_noun,1,4.96,4.96,1.81,8.84,2,4.0,,,,
ablation,wordnet_noun,1,2.77,2.77,,13.29,2,9.0,,,,
ablative,wordnet_noun,1,2.31,2.31,,,3,8.0,,,,
ableism,wordnet_noun,1,2.19,2.19,,,1,8.0,,,,
ablution,wordnet_noun,1,2.11,2.11,,13.64,1,8.0,,,,
abnegation,wordnet_noun,1,2.2,2.2,,,2,8.0,,,,
abnormality,wordnet_noun,1,2.89,2.89,2.48,11.58,4,8.0,,,,
abode,wordnet_noun,1,3.13,3.13,3.92,12.06,4,7.0,,,,
abolishment,wordnet_noun,1,2.33,2.33,2.31,,1,9.0,,,,
abolition,wordnet_noun,1,3.51,3.51,2.43,13.28,1,9.0,,,,
abolitionism,wordnet_noun,1,2.03,2.03,1.86,11.78,1,7.0,,,,
abolitionist,wordnet_noun,1,2.74,2.74,3.28,12.6,1,9.0,,,,
abomination,wordnet_noun,1,3.13,3.13,2.23,11.17,3,8.0,,,,
aboriginal,wordnet_noun,1,3.78,3.78,3.12,14.75,5,9.0,,,,
aborigine,wordnet_noun,1,2.11,2.11,,12.56,2,9.0,,,,
abort,wordnet_noun,1,3.27,3.27,2.83,12.21,4,9.0,,,,
abortion,wordnet_noun,1,4.24,4.24,3.41,13.21,2,9.0,,,,
above,wordnet_noun,1,5.2,5.2,3.33,4.548568000000001,4,6.0,,,,
abracadabra,wordnet_noun,1,2.19,2.19,2.04,6.89,1,6.0,,,,
abrasion,wordnet_noun,1,2.91,2.91,4.57,11.95,3,10.0,,,,
abrasive,wordnet_noun,1,3.22,3.22,3.03,12.22,3,6.0,,,,
abrogation,wordnet_noun,1,2.27,2.27,,,1,10.0,,,,
abscess,wordnet_noun,1,2.81,2.81,4.48,13.11,1,7.0,,,,
absence,wordnet_noun,1,4.34,4.34,2.31,7.7,4,9.0,,,,
absentee,wordnet_noun,1,3.17,3.17,3.29,11.0,1,8.0,,,,
absenteeism,wordnet_noun,1,2.57,2.57,2.35,13.43,1,8.0,,,,
absinthe,wordnet_noun,1,2.69,2.69,4.3,16.29,2,12.0,,,,
absolute,wordnet_noun,1,4.54,4.54,1.81,8.53,6,8.0,,,,
absolution,wordnet_noun,1,2.85,2.85,1.78,11.71,2,8.0,,,,
absolutism,wordnet_noun,1,2.45,2.45,1.46,,4,7.0,,,,
absolutist,wordnet_noun,1,2.4,2.4,2.7,,2,9.0,,,,
absorbance,wordnet_noun,1,2.37,2.37,,,1,8.0,,,,
absorbent,wordnet_noun,1,2.81,2.81,3.1,10.32,2,7.0,,,,
absorber,wordnet_noun,1,2.71,2.71,2.96,10.33,1,8.0,,,,
absorption,wordnet_noun,1,3.66,3.66,3.22,10.94,6,7.0,,,,
abstention,wordnet_noun,1,2.51,2.51,2.16,15.19,1,6.0,,,,
abstinence,wordnet_noun,1,3.18,3.18,1.72,12.74,2,8.0,,,,
abstinent,wordnet_noun,1,2.09,2.09,1.77,,2,7.0,,,,
abstract,wordnet_noun,1,4.14,4.14,1.45,11.47,9,7.0,,,,
abstraction,wordnet_noun,1,3.3,3.3,1.57,13.65,6,10.0,,,,
absurd,wordnet_noun,1,3.95,3.95,1.64,10.5,3,5.0,,,,
absurdity,wordnet_noun,1,3.21,3.21,1.25,13.21,2,5.0,,,,
abundance,wordnet_noun,1,3.86,3.86,2.21,10.45,3,7.0,,,,
abuse,wordnet_noun,1,4.66,4.66,2.71,8.61,7,8.0,,,,
abuser,wordnet_noun,1,3.14,3.14,3.86,9.94,1,9.0,,,,
abutment,wordnet_noun,1,2.35,2.35,,15.33,2,8.0,,,,
abyss,wordnet_noun,1,3.4,3.4,3.07,11.0,1,8.0,,,,
acacia,wordnet_noun,1,3.01,3.01,,14.25,1,10.0,,,,
academe,wordnet_noun,1,2.12,2.12,,13.27,1,6.0,,,,
academia,wordnet_noun,1,3.54,3.54,2.12,13.74,1,6.0,,,,
academic,wordnet_noun,1,4.57,4.57,2.11,9.74,4,10.0,,,,
academician,wordnet_noun,1,2.44,2.44,,15.21,3,10.0,,,,
academy,wordnet_noun,1,4.57,4.57,4.29,9.05,4,9.0,,,,
acanthus,wordnet_noun,1,2.08,2.08,,15.17,1,9.0,,,,
acceleration,wordnet_noun,1,3.73,3.73,2.97,9.84,3,9.0,,,,
accelerator,wordnet_noun,1,3.42,3.42,4.32,10.27,4,10.0,,,,
accelerometer,wordnet_noun,1,2.55,2.55,4.08,,1,9.0,,,,
accent,wordnet_noun,1,4.14,4.14,3.26,8.6,7,8.0,,,,
acceptability,wordnet_noun,1,2.62,2.62,1.74,,1,5.0,,,,
acceptance,wordnet_noun,1,4.16,4.16,2.21,8.56,7,9.0,,,,
acceptor,wordnet_noun,1,2.75,2.75,2.79,,2,10.0,,,,
access,wordnet_noun,1,5.05,5.05,2.71,9.1,8,9.0,,,,
accessibility,wordnet_noun,1,3.51,3.51,2.3,11.05,2,7.0,,,,
accession,wordnet_noun,1,3.4,3.4,,12.25,7,9.0,,,,
accessory,wordnet_noun,1,3.63,3.63,4.1,11.15,5,11.0,,,,
accident,wordnet_noun,1,4.71,4.71,3.26,5.3,2,8.0,,,,
accidental,wordnet_noun,1,3.82,3.82,2.17,6.75,2,7.0,,,,
acclaim,wordnet_noun,1,3.29,3.29,2.04,12.11,3,5.0,,,,
acclamation,wordnet_noun,1,2.4,2.4,2.23,14.0,1,5.0,,,,
acclimation,wordnet_noun,1,2.09,2.09,1.9,,1,5.0,,,,
acclimatization,wordnet_noun,1,2.01,2.01,1.83,16.12,1,5.0,,,,
accolade,wordnet_noun,1,2.82,2.82,2.46,12.43,1,5.0,,,,
accommodation,wordnet_noun,1,4.06,4.06,2.96,9.58,6,8.0,,,,
accompaniment,wordnet_noun,1,3.22,3.22,2.26,11.18,4,7.0,,,,
accompanist,wordnet_noun,1,2.3,2.3,,12.78,1,10.0,,,,
accomplice,wordnet_noun,1,3.22,3.22,3.34,9.78,1,9.0,,,,
accomplishment,wordnet_noun,1,3.69,3.69,2.5,9.0,2,6.0,,,,
accord,wordnet_noun,1,3.81,3.81,1.57,9.65,6,8.0,,,,
accordance,wordnet_noun,1,4.13,4.13,1.54,11.7527,2,8.0,,,,
accordion,wordnet_noun,1,3.09,3.09,4.86,8.61,1,10.0,,,,
account,wordnet_noun,1,5.21,5.21,3.08,8.26,14,8.0,,,,
accountability,wordnet_noun,1,3.91,3.91,1.55,12.16,1,6.0,,,,
accountancy,wordnet_noun,1,3.1,3.1,1.68,14.8,1,7.0,,,,
